tconst,Revenue,Budget,Production_Company
tt0101761,"$34,494,884",,TriStar Pictures
tt0101615,"$1,193,062","$6,000,000",Universal Pictures
tt0101757,"$25,196,249",,Warner Bros.
tt0101606,"$1,501,785",,Metro-Goldwyn-Mayer (MGM)
tt0101605,"$14,919,570",,Twentieth Century Fox
tt0101595,"$135,893",,Castle Hill Productions
tt0101748,"$394,631",,Warner Bros.
tt0101765,"$2,175,939",,Miramax
tt0101640,"$2,603,061",,Orion Classics
tt0101507,"$57,529,070","$6,500,000",Columbia Pictures
tt0101529,"$789,127",,Concorde Pictures
tt0101524,"$6,220",,Hansen Entertainment
tt0101465,"$8,211,952",,The Samuel Goldwyn Company
tt0101523,"$9,689,816",,Paramount Pictures
tt0101516,"$49,114,016",,TriStar Pictures
tt0101698,"$16,371,128",,Warner Bros.
tt0101492,"$9,188,150",,Paramount Pictures
tt0101545,"$11,336,986",,Universal Pictures
tt0101787,"$82,264,675",,Twentieth Century Fox
tt0101458,"$829,625",,Warner Bros.
tt0101700,"$1,803,257",,Miramax
tt0101701,"$5,546,827","$18,000,000",Metro-Goldwyn-Mayer (MGM)
tt0101540,"$182,291,969",,Universal Pictures
tt0101453,"$15,565,363","$48,000,000",Walt Disney Studios Motion Pictures
tt0099654,"$25,421,633",,Universal Pictures
tt0099653,"$505,703,557","$22,000,000",Paramount Pictures
tt0099472,"$18,115,724",,Walt Disney Studios Motion Pictures
tt0099636,"$2,032,973",,Triumph Releasing Corporation
tt0099528,"$39,024,251",,Twentieth Century Fox
tt0099623,"$8,141,292",,Paramount Pictures
tt0099615,"$21,460,601",,TriStar Pictures
tt0099512,"$25,029,569",,Walt Disney Studios Motion Pictures
tt0099566,"$1,494,399",,Avenue Pictures Productions
tt0099487,"$86,024,005",,Twentieth Century Fox
tt0099575,"$14,760,451",,Walt Disney Studios Motion Pictures
tt0099578,"$22,424,195",,Orion Pictures
tt0099581,"$6,488,114",,Paramount Pictures
tt0099582,"$61,489,265",,Columbia Pictures
tt0099520,"$1,372,350",,Orion Pictures
tt0099606,"$1,305,887",,Cannon Film Distributors
tt0099611,"$205,068","$2,500,000",Shapiro-Glickenhaus Entertainmen
tt0099612,"$334,748",,Twentieth Century Fox
tt0099669,"$1,730,856",,Orion Classics
tt0099800,"$26,385,627",,New Line Cinema
tt0099810,"$200,512,643","$30,000,000",Paramount Pictures
tt0099816,"$15,104,156",,Walt Disney Studios Motion Pictures
tt0099819,"$16,186,793",,TriStar Pictures
tt0099850,"$27,734,391",,Paramount Pictures
tt0099871,"$26,118,851",,TriStar Pictures
tt0099878,"$20,305,841",,Universal Pictures
tt0099892,"$39,404,261",,Warner Bros.
tt0099938,"$201,957,688","$15,000,000",Universal Pictures
tt0099939,"$2,554,476",,New Line Cinema
tt0099797,"$1,293,976",,Orion Pictures
tt0099785,"$476,684,675","$18,000,000",Twentieth Century Fox
tt0099674,"$136,861,392","$54,000,000",Paramount Pictures
tt0099726,"$20,710,451",,Warner Bros.
tt0099685,"$47,036,784",,Warner Bros.
tt0099697,"$11,582,891",,Paramount Pictures
tt0099699,"$29,888,235",,Walt Disney Studios Motion Pictures
tt0099700,"$41,482,207",,Warner Bros.
tt0099703,"$13,446,769",,Miramax
tt0097884,"$1,576,702",,Orion Classics
tt0099710,"$17,037,887",,Universal Pictures
tt0099731,"$4,960,385",,Cinecom Pictures
tt0099739,"$47,410,827",,Warner Bros.
tt0099740,"$5,728,953",,Miramax
tt0099747,"$9,645,440","$40,000,000",Universal Pictures
tt0099762,"$23,472,449",,Universal Pictures
tt0099768,"$1,232,210",,Hemdale
tt0099776,"$5,575,738",,Orion Classics
tt0099750,"$4,134,992",,New Line Cinema
tt0099450,"$1,171,762",,Hemdale
tt0098966,"$71,609,321",,Walt Disney Studios Motion Pictures
tt0098987,"$21,413,502",,Twentieth Century Fox
tt0098994,"$2,678,414",,Avenue Pictures Productions
tt0099005,"$33,461,269",,TriStar Pictures
tt0099012,"$7,331,647",,Orion Pictures
tt0099018,"$6,939,946",,Paramount Pictures
tt0099040,"$1,055,995",,Fine Line Features
tt0099044,"$153,518,974",,Paramount Pictures
tt0099052,"$53,208,180",,Walt Disney Studios Motion Pictures
tt0099073,"$15,779,578",,TriStar Pictures
tt0099077,"$52,096,475",,Columbia Pictures
tt0099091,"$12,626,043",,Triumph Releasing Corporation
tt0099088,"$245,077,583","$40,000,000",Universal Pictures
tt0099329,"$8,266,655",,Universal Pictures
tt0099334,"$5,822,041",,Orion Classics
tt0099348,"$424,208,848","$22,000,000",Orion Pictures
tt0099365,"$48,878,502",,Universal Pictures
tt0099371,"$157,920,733",,Paramount Pictures
tt0099385,"$16,853,487",,Metro-Goldwyn-Mayer (MGM)
tt0099395,"$2,218,579",,Troma
tt0099399,"$6,698,361",,Metro-Goldwyn-Mayer (MGM)
tt0099409,"$2,742,912",,Metro-Goldwyn-Mayer (MGM)
tt0099422,"$162,738,726","$47,000,000",Walt Disney Studios Motion Pictures
tt0099423,"$240,031,274","$70,000,000",Twentieth Century Fox
tt0099327,"$1,494,969",,Concorde Pictures
tt0099316,"$13,236,513",,Paramount Pictures
tt0099128,"$19,740,070",,Walt Disney Studios Motion Pictures
tt0099136,"$59,227",,Miramax
tt0099141,"$138,697,012",,Universal Pictures
tt0099160,"$8,217,997",,Metro-Goldwyn-Mayer (MGM)
tt0099165,"$15,691,192","$47,000,000",Warner Bros.
tt0099173,"$1,627,955",,Concorde Pictures
tt0099204,"$27,627,310",,Orion Pictures
tt0099253,"$35,763,605",,Universal Pictures
tt0099266,"$1,477,071",,Orion Classics
tt0099277,"$2,459,895",,Taurus Entertainment Company
tt0099291,"$947,306",,Twentieth Century Fox
tt0099292,"$1,244,381",,Skouras Pictures
tt0099951,"$2,060,847",,Miramax
tt0099817,"$4,348,368",,Triumph Releasing Corporation
tt0100602,"$3,417,056",,Corsair Pictures
tt0100604,"$4,010,647",,Twentieth Century Fox
tt0100611,"$17,854,933",,Columbia Pictures
tt0100631,"$8,533,973",,Triumph Releasing Corporation
tt0100639,"$1,242,995",,Concorde Pictures
tt0103251,"$17,487,531",,Universal Pictures
tt0100666,"$15,369,573",,Walt Disney Studios Motion Pictures
tt0100680,"$5,820,015",,Metro-Goldwyn-Mayer (MGM)
tt0100681,"$1,745,470",,Miramax
tt0100685,"$1,911,542",,Orion Pictures
tt0100740,"$16,324,573",,Paramount Pictures
tt0100747,"$604,624",,Miramax
tt0100758,"$202,084,756","$13,500,000",New Line Cinema
tt0100594,"$2,075,084",,Warner Bros.
tt0100519,"$739,104",,Cinecom Pictures
tt0100477,"$27,931,461",,Walt Disney Studios Motion Pictures
tt0100480,"$610,402",,Triton Pictures
tt0100485,"$15,645,616",,Columbia Pictures
tt0100486,"$15,445,131",,Warner Bros.
tt0100502,"$45,681,173",,Orion Pictures
tt0100507,"$119,946,358",,United Artists
tt0100514,"$21,633,874",,Warner Bros.
tt0100530,"$22,997,992",,Metro-Goldwyn-Mayer (MGM)
tt0100557,"$2,293,625",,Miramax
tt0103130,"$357,400",,Fine Line Features
tt0100935,"$14,563,251",,The Samuel Goldwyn Company
tt0100944,"$10,360,553",,Warner Bros.
tt0101531,"$2,070,871",,New Line Cinema
tt0100994,"$44,143,410",,Twentieth Century Fox
tt0100998,"$2,970,161",,Warner Bros.
tt0102943,"$1,228,108","$23,000",Orion Classics
tt0101258,"$3,255,404",,Kino International
tt0102940,"$18,476",,Moviestore Entertainmen
tt0102744,"$21,413,105",,Metro-Goldwyn-Mayer (MGM)
tt0103035,"$20,005,435",,Walt Disney Studios Motion Pictures
tt0100928,"$2,319,124",,Warner Bros.
tt0103129,"$1,554,742",,The Samuel Goldwyn Company
tt0100814,"$16,668,084",,Universal Pictures
tt0100774,"$717,772",,Greycat Film
tt0100791,"$1,161,135",,The Samuel Goldwyn Company
tt0100802,"$261,317,921","$65,000,000",Sony Pictures Releasing
tt0100822,"$1,794,001",,Cinecom Pictures
tt0100911,"$3,989,297",,Paramount Pictures
tt0099994,"$5,765,562",,New Line Cinema
tt0100827,"$349,618",,Taurus Entertainment Company
tt0100828,"$10,005,969",,Paramount Pictures
tt0103069,"$2,268,181",,Columbia Pictures
tt0101578,"$4,212,828",,Penland Production
tt0102432,"$139,155",,Columbia Pictures
tt0100475,"$1,382,462",,New Line Cinema
tt0100232,"$25,069,101",,Orion Pictures
tt0100280,"$10,959,015",,Twentieth Century Fox
tt0100114,"$57,968,936",,Twentieth Century Fox
tt0100212,"$23,591,472",,Warner Bros.
tt0100222,"$81,777",,New Line Cinema
tt0100224,"$10,873,237",,TriStar Pictures
tt0100240,"$17,373,527",,Warner Bros.
tt0100112,"$1,217,084",,Triton Pictures
tt0100258,"$5,835,247",,Columbia Pictures
tt0100260,"$9,469,695",,Twentieth Century Fox
tt0100263,"$5,017,971",,The Samuel Goldwyn Company
tt0100046,"$4,873,620",,Miramax
tt0100201,"$15,379,253",,Walt Disney Studios Motion Pictures
tt0100142,"$2,960,492","$230,000",New Line Cinema
tt0100151,"$774,048",,Triton Pictures
tt0100150,"$5,080,409",,Twentieth Century Fox
tt0100053,"$5,585,154",,TriStar Pictures
tt0100157,"$61,277,597",,Columbia Pictures
tt0100168,"$16,153,593",,Universal Pictures
tt0100143,"$9,888,167",,Orion Pictures
tt0100470,"$261,718",,Miramax
tt0100140,"$35,419,397",,Orion Pictures
tt0100129,"$485,772",,Triton Pictures
tt0100135,"$16,247,964",,Triumph Releasing Corporation
tt0100134,"$6,070,725",,Warner Bros.
tt0100050,"$47,789,074",,TriStar Pictures
tt0100133,"$27,441,977",,Warner Bros.
tt0100196,"$4,011,793",,TriStar Pictures
tt0100200,"$7,698,010",,Miramax
tt0100031,"$4,347,648",,United Artists
tt0100442,"$11,207,891",,TriStar Pictures
tt0100403,"$57,120,318",,Twentieth Century Fox
tt0100404,"$221,303,188",,Warner Bros.
tt0100405,"$463,406,268","$14,000,000",Walt Disney Studios Motion Pictures
tt0100414,"$52,654",,Skouras Pictures
tt0100419,"$72,270,891",,Universal Pictures
tt0100436,"$11,541,758",,New Line Cinema
tt0100389,"$123,470",,Orion Classics
tt0100449,"$15,260,154",,Warner Bros.
tt0100469,"$17,042",,Miramax
tt0100087,"$21,036,771",,Orion Pictures
tt0100395,"$39,071,603",,Columbia Pictures
tt0100330,"$7,991",,Castle Hill Productions
tt0100332,"$3,905,297","$500,000",Miramax
tt0100281,"$1,781,694",,Warner Bros.
tt0100301,"$11,359,129",,Universal Pictures
tt0100318,"$44,926,706",,Twentieth Century Fox
tt0100054,"$13,985,225",,Columbia Pictures
tt0100029,"$24,271,196","$6,000,000",Universal Pictures
tt0100024,"$1,516,414",,October Films
tt0097334,"$2,420,917",,Orion Pictures
tt0097276,"$7,754,571",,Twentieth Century Fox
tt0097262,"$536,508",,Scotti Brothers Picture
tt0097322,"$18,428,904",,Twentieth Century Fox
tt0097314,"$169,203",,Paramount Pictures
tt0097289,"$1,932,642",,Orion Pictures
tt0097332,"$11,859",,Vestron Pictures
tt0097570,"$3,531,971",,Warner Bros.
tt0097162,"$7,825,009",,Warner Bros.
tt0097165,"$235,860,116",,Walt Disney Studios Motion Pictures
tt0097166,"$8,125,592",,Warner Bros.
tt0097179,"$8,143,225",,TriStar Pictures
tt0097243,"$3,766,879",,Metro-Goldwyn-Mayer (MGM)
tt0097211,"$7,723,506",,Walt Disney Studios Motion Pictures
tt0097216,"$37,295,445",,Universal Pictures
tt0097235,"$28,907,090",,Universal Pictures
tt0097236,"$5,552,441",,Vestron Pictures
tt0097239,"$145,793,296",,Warner Bros.
tt0097240,"$4,729,626","$2,500,000",Avenue Pictures Productions
tt0097702,"$1,231,622",,Aries Films
tt0097441,"$26,979,166",,TriStar Pictures
tt0097336,"$3,563,162",,Paramount Pictures
tt0097481,"$60,864,870",,Paramount Pictures
tt0097499,"$10,161,099","$9,000,000",The Samuel Goldwyn Company
tt0097500,"$18,699,037",,Warner Bros.
tt0097637,"$78,247,647",,Universal Pictures
tt0097635,"$1,601,612",,Orion Classics
tt0097626,"$7,237,794",,TriStar Pictures
tt0097613,"$4,611,062",,Metro-Goldwyn-Mayer (MGM)
tt0097579,"$20,047,604",,Walt Disney Studios Motion Pictures
tt0097523,"$222,724,172",,Walt Disney Studios Motion Pictures
tt0097527,"$1,738,897",,Metro-Goldwyn-Mayer (MGM)
tt0097531,"$418,053",,Warner Bros.
tt0097576,"$474,171,806","$48,000,000",Paramount Pictures
tt0097567,"$5,932,613",,Columbia Pictures
tt0097474,"$11,642,254","$5,000,000",Galaxy Internationa
tt0097457,"$13,741,060",,Orion Pictures
tt0097351,"$84,431,625",,Universal Pictures
tt0097366,"$39,450,960",,Universal Pictures
tt0097368,"$38,903,179",,Twentieth Century Fox
tt0097670,"$3,416,846",,Cannon Film Distributors
tt0097372,"$770,132",,Apollo Associates
tt0097388,"$14,343,976",,Paramount Pictures
tt0097428,"$215,394,738",,Columbia Pictures
tt0097438,"$2,777,280",,Twentieth Century Fox
tt0097662,"$283,694","$4,000,000",Intersta
tt0097659,"$14,697,005",,Cannon Film Distributors
tt0097443,"$6,291,444",,Columbia Pictures
tt0097647,"$38,956,288",,Columbia Pictures
tt0097142,"$27,503,037",,Universal Pictures
tt0097138,"$10,166,459",,Cannon Film Distributors
tt0096246,"$858,591",,Concorde Pictures
tt0096321,"$33,455",,Greycat Film
tt0096734,"$49,101,993",,Universal Pictures
tt0096754,"$90,520,202",,Twentieth Century Fox
tt0104740,"$1,368,000",,Hemdale
tt0094764,"$882,290",,New Line Cinema
tt0096769,"$76,325",,Metro-Goldwyn-Mayer (MGM)
tt0096787,"$27,100,027",,United Artists
tt0096794,"$74,134,790",,Universal Pictures
tt0097027,"$18,671,317",,Columbia Pictures
tt0097029,"$3,686",,MCE
tt0097044,"$16,278,590",,TriStar Pictures
tt0097100,"$1,919,653",,New Line Cinema
tt0097108,"$8,523,994",,Miramax
tt0097109,"$1,869,417",,Warner Bros.
tt0097116,"$22,026,369",,Paramount Pictures
tt0097123,"$18,254,702",,Orion Pictures
tt0102800,"$1,272,977",,Triumph Releasing Corporation
tt0096969,"$161,001,698",,Universal Pictures
tt0096804,"$902,152",,Cannon Film Distributors
tt0096869,"$1,305,187",,New Line Cinema
tt0096874,"$332,500,002","$40,000,000",Universal Pictures
tt0096895,"$411,569,241","$35,000,000",Warner Bros.
tt0096945,"$2,692,037",,TriStar Pictures
tt0096913,"$1,700,000",,Taurus Entertainment Company
tt0096926,"$117,463",,Columbia Pictures
tt0096928,"$40,508,994",,Orion Pictures
tt0096933,"$134,212,055",,Paramount Pictures
tt0096943,"$19,131,246",,Walt Disney Studios Motion Pictures
tt0097714,"$1,730,005",,Cinecom Pictures
tt0099733,"$3,299,382",,First National Film Corporation
tt0098330,"$95,836",,Avenue Pictures Productions
tt0098343,"$19,674,852",,Twentieth Century Fox
tt0098347,"$463,972",,TriStar Pictures
tt0098369,"$3,077,361",,Orion Pictures
tt0098375,"$50,367",,Taurus Entertainment Company
tt0098382,"$52,210,049",,Paramount Pictures
tt0098383,"$4,348,025",,Hemdale
tt0098384,"$96,759,512",,TriStar Pictures
tt0098439,"$63,408,614",,Warner Bros.
tt0098453,"$27,843",,Trans World Entertainment (TWE)
tt0098454,"$59,405",,Cannon Film Distributors
tt0098471,"$40,586,886",,Walt Disney Studios Motion Pictures
tt0098502,"$363,561",,Troma
tt0098213,"$7,706,368","$160,000",Warner Bros.
tt0098258,"$21,515,196",,Twentieth Century Fox
tt0098260,"$8,800,000",,Miramax
tt0098261,"$2,156,471",,Cinecom Pictures
tt0098273,"$110,879,513",,Universal Pictures
tt0098282,"$46,908,987",,TriStar Pictures
tt0098308,"$12,065,892",,Columbia Pictures
tt0098309,"$15,351,421",,Orion Pictures
tt0098319,"$6,056,912",,Paramount Pictures
tt0098320,"$16,554,699",,Universal Pictures
tt0098503,"$792,966",,Troma
tt0098513,"$408,839",,Triumph Releasing Corporation
tt0098519,"$8,508,843",,Columbia Pictures
tt0098520,"$1,776,440",,Orion Classics
tt0098663,"$14,278,900",,Universal Pictures
tt0100254,"$166,635",,Metro-Goldwyn-Mayer (MGM)
tt0100211,"$6,263,883",,TriStar Pictures
tt0098724,"$24,742,089",,Miramax
tt0100116,"$129,778",,Taurus Entertainment Company
tt0100049,"$4,609,953",,The Samuel Goldwyn Company
tt0098660,"$1,089,000",,Taurus Entertainment Company
tt0098621,"$160,188,546",,Twentieth Century Fox
tt0098524,"$8,742,750",,Columbia Pictures
tt0098528,"$1,354,268",,Metro-Goldwyn-Mayer (MGM)
tt0098536,"$71,079,915",,Walt Disney Studios Motion Pictures
tt0098546,"$6,157,157",,Orion Pictures
tt0098554,"$79,258,538",,Universal Pictures
tt0098575,"$1,132,112",,Orion Pictures
tt0098622,"$9,094,451",,Trimark Pictures
tt0098625,"$10,555,348","$20,000,000",Paramount Pictures
tt0098627,"$30,218,387",,Twentieth Century Fox
tt0098635,"$93,273,565",,Columbia Pictures
tt0098645,"$10,982,364",,TriStar Pictures
tt0098659,"$2,023,282",,Columbia Pictures
tt0098206,"$30,050,028",,United Artists
tt0097733,"$227,853,986",,Warner Bros.
tt0097937,"$14,743,391",,Miramax
tt0097958,"$74,534,724",,Warner Bros.
tt0097964,"$36,106",,Rainbow Releasing
tt0097965,"$10,763,469",,Walt Disney Studios Motion Pictures
tt0097967,"$15,942,628",,Warner Bros.
tt0097971,"$337,812",,Trans World Entertainment (TWE)
tt0097742,"$156,167,015",,United Artists
tt0097981,"$22,168,359",,New Line Cinema
tt0097987,"$16,093,651",,New Line Cinema
tt0097737,"$15,704,614",,Metro-Goldwyn-Mayer (MGM)
tt0098022,"$3,574,256",,Columbia Pictures
tt0097904,"$1,417,030",,Orion Classics
tt0097790,"$3,960,327",,TriStar Pictures
tt0097815,"$49,797,148",,Paramount Pictures
tt0097778,"$296,999,813",,TriStar Pictures
tt0097770,"$22,099,847",,TriStar Pictures
tt0097892,"$1,852,655",,Corsair Pictures
tt0097880,"$4,557,214",,Metro-Goldwyn-Mayer (MGM)
tt0097883,"$5,777,099",,Twentieth Century Fox
tt0097758,"$793,775",,United Artists
tt0097757,"$211,343,479",,Walt Disney Studios Motion Pictures
tt0098193,"$192,816",,Millimeter Film
tt0098042,"$294,266",,Hemdale
tt0098051,"$10,647,219",,Orion Pictures
tt0098160,"$201,468",,United Artists
tt0098097,"$12,143,484",,Warner Bros.
tt0098105,"$11,567,217",,Warner Bros.
tt0100930,"$2,343",,Castle Hill Productions
tt0098115,"$18,587,135",,Orion Pictures
tt0098093,"$3,560,932",,Columbia Pictures
tt0098165,"$444,055",,Vestron Pictures
tt0098184,"$6,985,999",,New Line Cinema
tt0098188,"$9,015,164",,Universal Pictures
tt0097722,"$31,906,454",,Warner Bros.
tt0100934,"$11,060,485",,Triumph Releasing Corporation
tt0101026,"$4,088,140",,Miramax
tt0098067,"$126,297,830",,Universal Pictures
tt0097731,"$4,973,285",,Paramount Pictures
tt0098084,"$57,470,138",,Paramount Pictures
tt0098068,"$870,532","$3,000,000",Vestron Pictures
tt0098090,"$3,953,745",,21st Century Film Corporatio
tt0094919,"$3,813,293",,New Line Cinema
tt0095037,"$771,745",,Avenue Pictures Productions
tt0095119,"$12,638,294",,Warner Bros.
tt0095107,"$28,202,109",,Walt Disney Studios Motion Pictures
tt0094921,"$16,262,415",,Warner Bros.
tt0095088,"$5,596,267",,New World Pictures
tt0095050,"$3,076,031",,Orion Pictures
tt0094924,"$6,908,797",,Warner Bros.
tt0095082,"$5,680,515",,Orion Pictures
tt0094889,"$171,504,781",,Walt Disney Studios Motion Pictures
tt0095036,"$156,188",,Paramount Pictures
tt0094980,"$373,743","$500,000",New Line Cinema
tt0094964,"$8,038,508",,Twentieth Century Fox
tt0094894,"$46,616,067",,Orion Pictures
tt0094890,"$25,024,919",,Twentieth Century Fox
tt0094963,"$37,903,295",,Warner Bros.
tt0095016,"$143,651,650","$28,000,000",Twentieth Century Fox
tt0094961,"$3,588,626",,New World Pictures
tt0094898,"$288,752,301",,Paramount Pictures
tt0094947,"$34,670,720",,Warner Bros.
tt0095031,"$42,039,085",,Orion Pictures
tt0095274,"$1,560,700",,New Line Cinema
tt0095327,"$516,962",,Fathom Events
tt0095304,"$8,578,231",,TriStar Pictures
tt0095419,"$12,751",,Castle Hill Productions
tt0095409,"$17,550,399",,Orion Pictures
tt0095348,"$13,030,057",,United Artists
tt0095360,"$3,754,273",,Warner Bros.
tt0095362,"$136,567",,Orion Pictures
tt0095384,"$344,375",,Metro-Goldwyn-Mayer (MGM)
tt0095382,"$10,497,324",,TriStar Pictures
tt0095296,"$5,301,200",,Cannon Film Distributors
tt0095294,"$12,090,735",,New World Pictures
tt0095288,"$5,509,417",,Walt Disney Studios Motion Pictures
tt0095159,"$62,493,712",,Metro-Goldwyn-Mayer (MGM)
tt0095169,"$17,514,553",,TriStar Pictures
tt0095174,"$17,637,950",,Warner Bros.
tt0095178,"$6,640,346",,Columbia Pictures
tt0095179,"$19,170,001",,Paramount Pictures
tt0095188,"$25,537,221",,Warner Bros.
tt0095215,"$75,000",,Trans World Entertainment (TWE)
tt0095243,"$61,149,479",,Universal Pictures
tt0095250,"$3,975,244",,Columbia Pictures
tt0095253,"$43,455,230",,Universal Pictures
tt0095270,"$6,675,931",,New Line Cinema
tt0095271,"$17,768,757","$5,000,000",Galaxy Internationa
tt0095275,"$139,796",,Cannon Film Distributors
tt0094884,"$8,674,093",,Warner Bros.
tt0093744,"$3,569,939",,Columbia Pictures
tt0094868,"$2,344,286",,Orion Classics
tt0093206,"$108,371",,New Yorker Films
tt0093240,"$78,814",,Columbia Pictures
tt0093624,"$3,109,904",,Paragon Picture
tt0095488,"$1,189,315","$2,500,000",Vestron Pictures
tt0094027,"$13,994,920",,Warner Bros.
tt0092493,"$239,606,210",,Paramount Pictures
tt0092559,"$717,376",,Vestron Pictures
tt0100684,$421,,Atlantic Releasing Corporation
tt0092675,"$11,806,119",,Cannon Film Distributors
tt0092929,"$477,039",,Miramax
tt0094862,"$44,196,684",,United Artists
tt0094593,"$2,567,099",,New World Pictures
tt0094739,"$40,150,487",,Walt Disney Studios Motion Pictures
tt0094744,"$15,122,324",,Paramount Pictures
tt0094746,"$51,684,798",,Universal Pictures
tt0094747,"$2,181,474",,Warner Bros.
tt0094761,"$8,247,943",,TriStar Pictures
tt0094792,"$6,193,901",,Cannon Film Distributors
tt0094799,"$16,118,077",,United Artists
tt0094812,"$50,888,729",,Orion Pictures
tt0094819,"$540,000",,Hemdale
